admissionid,patientid,doctorid,hospitalid,admissiondate,dischargedate,diagnosis,department,admissiondays,stay_category
ADM-007863,137-55-6505,DR-0170,HOSP-003,2023-12-21,2023-12-26,Ovarian Cyst,Gynecology,5,Medium Treatment
ADM-007864,344-16-5047,DR-0073,HOSP-006,2022-12-11,2022-12-13,Fracture,Orthopedics,2,Short Treatment
ADM-007865,328-12-6004,DR-0027,HOSP-004,2022-08-11,2022-08-23,Food Poisoning,General Medicine,12,Medium Treatment
ADM-007866,252-45-1510,DR-0201,HOSP-003,2023-12-25,2024-01-16,Coronary Artery Disease,Cardiology,22,Long Treatment
ADM-007867,820-91-1022,DR-0150,HOSP-004,2024-03-09,2024-03-12,Lung Cancer,Oncology,3,Short Treatment
ADM-007868,266-67-2207,DR-0294,HOSP-008,2023-04-27,2023-05-20,Measles,Pediatrics,23,Long Treatment
ADM-007869,815-45-2056,DR-0080,HOSP-005,2022-07-05,2022-07-09,Melanoma,Dermatology,4,Short Treatment
ADM-007870,644-24-9984,DR-0160,HOSP-005,2024-03-17,2024-03-20,Spinal Disc Herniation,Orthopedics,3,Short Treatment
ADM-007871,961-94-1895,DR-0057,HOSP-010,2024-02-08,2024-02-24,Pregnancy,Gynecology,16,Long Treatment
ADM-007872,833-97-8519,DR-0283,HOSP-002,2023-08-05,2023-08-25,Schizophrenia,Psychiatry,20,Long Treatment
ADM-007873,400-45-6396,DR-0200,HOSP-002,2022-05-16,2022-05-20,Depression,Psychiatry,4,Short Treatment
ADM-007874,726-99-5656,DR-0023,HOSP-009,2024-02-14,2024-02-23,Lymphoma,Oncology,9,Medium Treatment
ADM-007875,353-57-3352,DR-0320,HOSP-002,2024-03-28,2024-03-29,Endometriosis,Gynecology,1,Short Treatment
ADM-007876,103-59-3589,DR-0086,HOSP-007,2023-09-29,2023-10-17,Anxiety Disorder,Psychiatry,18,Long Treatment
ADM-007877,736-85-7844,DR-0248,HOSP-005,2023-02-19,2023-02-23,Asthma,Pediatrics,4,Short Treatment
ADM-007878,748-83-3748,DR-0234,HOSP-007,2022-01-25,2022-02-16,Spinal Disc Herniation,Orthopedics,22,Long Treatment
ADM-007879,439-51-2377,DR-0058,HOSP-005,2024-04-29,2024-05-09,Ligament Tear,Orthopedics,10,Medium Treatment
ADM-007880,160-29-9694,DR-0304,HOSP-005,2024-02-01,2024-02-23,Bipolar Disorder,Psychiatry,22,Long Treatment
ADM-007881,465-35-3467,DR-0262,HOSP-008,2023-11-17,2023-12-10,Asthma,Pediatrics,23,Long Treatment
ADM-007882,420-98-2065,DR-0259,HOSP-004,2023-12-21,2023-12-31,Dengue,General Medicine,10,Medium Treatment
ADM-007883,119-77-1991,DR-0063,HOSP-002,2024-03-09,2024-03-18,Chickenpox,Pediatrics,9,Medium Treatment
ADM-007884,686-42-1308,DR-0112,HOSP-003,2022-10-30,2022-10-31,Breast Cancer,Oncology,1,Short Treatment
ADM-007885,742-12-5803,DR-0326,HOSP-009,2022-03-05,2022-03-08,Arrhythmia,Cardiology,3,Short Treatment
ADM-007886,425-39-2537,DR-0336,HOSP-008,2024-04-14,2024-05-09,Alzheimers,Neurology,25,Long Treatment
ADM-007887,742-74-6807,DR-0077,HOSP-002,2023-05-28,2023-06-01,Coronary Artery Disease,Cardiology,4,Short Treatment
ADM-007888,902-11-5193,DR-0336,HOSP-008,2022-11-10,2022-12-02,Epilepsy,Neurology,22,Long Treatment
ADM-007889,512-49-6744,DR-0036,HOSP-002,2023-04-11,2023-04-22,Hypertension,Cardiology,11,Medium Treatment
ADM-007890,820-33-5807,DR-0101,HOSP-002,2023-12-21,2024-01-13,Spinal Disc Herniation,Orthopedics,23,Long Treatment
ADM-007891,875-83-3938,DR-0031,HOSP-002,2022-06-22,2022-06-30,Spinal Disc Herniation,Orthopedics,8,Medium Treatment
ADM-007892,803-85-9189,DR-0132,HOSP-001,2023-01-15,2023-02-09,Dengue,General Medicine,25,Long Treatment
ADM-007893,149-95-2314,DR-0277,HOSP-006,2023-09-09,2023-09-24,Psoriasis,Dermatology,15,Long Treatment
ADM-007894,143-17-5781,DR-0143,HOSP-004,2023-08-20,2023-08-31,Measles,Pediatrics,11,Medium Treatment
ADM-007895,858-62-3804,DR-0276,HOSP-008,2022-01-04,2022-01-16,Melanoma,Dermatology,12,Medium Treatment
ADM-007896,461-73-6580,DR-0220,HOSP-010,2022-05-31,2022-06-09,Leukemia,Oncology,9,Medium Treatment
ADM-007897,727-16-6628,DR-0006,HOSP-007,2022-04-12,2022-04-13,Coronary Artery Disease,Cardiology,1,Short Treatment
ADM-007898,597-86-5938,DR-0243,HOSP-010,2023-05-14,2023-06-04,Heart Failure,Cardiology,21,Long Treatment
ADM-007899,785-87-6847,DR-0165,HOSP-007,2022-11-29,2022-12-09,Pregnancy,Gynecology,10,Medium Treatment
ADM-007900,798-56-4215,DR-0003,HOSP-001,2024-03-17,2024-04-06,Psoriasis,Dermatology,20,Long Treatment
ADM-007901,251-62-4608,DR-0110,HOSP-008,2022-06-26,2022-07-16,Diabetes,General Medicine,20,Long Treatment
ADM-007902,503-77-9259,DR-0215,HOSP-009,2022-10-24,2022-11-07,Food Poisoning,General Medicine,14,Medium Treatment
ADM-007903,655-15-8231,DR-0348,HOSP-004,2022-06-21,2022-07-11,Ligament Tear,Orthopedics,20,Long Treatment
ADM-007904,719-69-5914,DR-0131,HOSP-007,2022-06-13,2022-06-25,Epilepsy,Neurology,12,Medium Treatment
ADM-007905,778-32-7193,DR-0288,HOSP-001,2023-07-21,2023-07-29,Spinal Disc Herniation,Orthopedics,8,Medium Treatment
ADM-007906,322-66-8285,DR-0164,HOSP-005,2022-10-09,2022-10-21,Coronary Artery Disease,Cardiology,12,Medium Treatment
ADM-007907,640-87-7932,DR-0334,HOSP-008,2023-08-30,2023-09-10,Lymphoma,Oncology,11,Medium Treatment
ADM-007908,312-85-6475,DR-0130,HOSP-006,2022-07-11,2022-07-25,Arrhythmia,Cardiology,14,Medium Treatment
ADM-007909,486-80-8798,DR-0081,HOSP-005,2022-11-04,2022-11-21,Melanoma,Dermatology,17,Long Treatment
ADM-007910,987-11-6886,DR-0163,HOSP-007,2024-04-11,2024-04-22,Viral Fever,General Medicine,11,Medium Treatment
ADM-007911,416-53-2757,DR-0169,HOSP-001,2022-02-19,2022-02-24,Arrhythmia,Cardiology,5,Medium Treatment
ADM-007912,252-44-4114,DR-0025,HOSP-003,2023-12-02,2023-12-03,Lymphoma,Oncology,1,Short Treatment
ADM-007913,756-68-7854,DR-0101,HOSP-002,2022-06-12,2022-07-02,Ligament Tear,Orthopedics,20,Long Treatment
ADM-007914,278-51-2763,DR-0058,HOSP-005,2023-12-02,2023-12-17,Arthritis,Orthopedics,15,Long Treatment
ADM-007915,390-11-9782,DR-0223,HOSP-007,2023-07-09,2023-07-22,Alzheimers,Neurology,13,Medium Treatment
ADM-007916,613-27-8207,DR-0017,HOSP-003,2022-03-23,2022-04-11,Lung Cancer,Oncology,19,Long Treatment
ADM-007917,921-98-4186,DR-0185,HOSP-004,2023-06-09,2023-06-20,Tonsillitis,Pediatrics,11,Medium Treatment
ADM-007918,693-78-5046,DR-0311,HOSP-003,2022-01-26,2022-02-04,Leukemia,Oncology,9,Medium Treatment
ADM-007919,604-91-6075,DR-0046,HOSP-010,2023-03-05,2023-03-10,Leukemia,Oncology,5,Medium Treatment
ADM-007920,270-50-3451,DR-0123,HOSP-003,2023-08-06,2023-08-27,Hypertension,Cardiology,21,Long Treatment
ADM-007921,440-25-8627,DR-0007,HOSP-003,2022-08-13,2022-08-23,Depression,Psychiatry,10,Medium Treatment
ADM-007922,930-44-3245,DR-0022,HOSP-007,2022-01-11,2022-01-16,Psoriasis,Dermatology,5,Medium Treatment
ADM-007923,111-27-8907,DR-0213,HOSP-001,2024-01-06,2024-01-31,Leukemia,Oncology,25,Long Treatment
ADM-007924,339-90-2040,DR-0301,HOSP-003,2022-04-19,2022-05-11,Diabetes,General Medicine,22,Long Treatment
ADM-007925,117-35-8271,DR-0210,HOSP-004,2022-02-22,2022-03-18,Eczema,Dermatology,24,Long Treatment
ADM-007926,704-53-5432,DR-0057,HOSP-010,2024-03-26,2024-03-29,Ovarian Cyst,Gynecology,3,Short Treatment
ADM-007927,568-92-3477,DR-0121,HOSP-008,2022-05-23,2022-06-05,Psoriasis,Dermatology,13,Medium Treatment
ADM-007928,866-11-6216,DR-0318,HOSP-008,2022-09-10,2022-09-30,Ligament Tear,Orthopedics,20,Long Treatment
ADM-007929,244-14-6867,DR-0008,HOSP-002,2023-06-12,2023-06-22,Tonsillitis,Pediatrics,10,Medium Treatment
ADM-007930,359-71-9260,DR-0327,HOSP-003,2023-02-22,2023-03-08,Alzheimers,Neurology,14,Medium Treatment
ADM-007931,615-84-6309,DR-0135,HOSP-004,2023-06-28,2023-07-11,Ligament Tear,Orthopedics,13,Medium Treatment
ADM-007932,937-60-4077,DR-0221,HOSP-005,2022-07-25,2022-08-03,Eczema,Dermatology,9,Medium Treatment
ADM-007933,490-42-6333,DR-0215,HOSP-009,2022-12-31,2023-01-22,Diabetes,General Medicine,22,Long Treatment
ADM-007934,321-76-2591,DR-0302,HOSP-009,2023-08-09,2023-08-12,Arthritis,Orthopedics,3,Short Treatment
ADM-007935,495-66-7875,DR-0011,HOSP-001,2022-06-22,2022-06-25,Depression,Psychiatry,3,Short Treatment
ADM-007936,768-31-1008,DR-0026,HOSP-001,2022-09-18,2022-09-25,Myocardial Infarction,Cardiology,7,Medium Treatment
ADM-007937,311-50-1172,DR-0314,HOSP-003,2022-02-03,2022-02-14,Myocardial Infarction,Cardiology,11,Medium Treatment
ADM-007938,587-67-6931,DR-0265,HOSP-008,2023-08-08,2023-08-10,Spinal Disc Herniation,Orthopedics,2,Short Treatment
ADM-007939,844-13-9740,DR-0001,HOSP-002,2024-02-17,2024-02-25,Lymphoma,Oncology,8,Medium Treatment
ADM-007940,601-20-8287,DR-0318,HOSP-008,2024-03-18,2024-04-10,Spinal Disc Herniation,Orthopedics,23,Long Treatment
ADM-007941,793-27-5429,DR-0316,HOSP-002,2023-12-17,2024-01-10,Epilepsy,Neurology,24,Long Treatment
ADM-007942,150-35-3587,DR-0029,HOSP-001,2022-09-21,2022-10-15,Bronchitis,Pediatrics,24,Long Treatment
ADM-007943,752-68-8418,DR-0298,HOSP-003,2024-02-10,2024-03-01,Breast Cancer,Oncology,20,Long Treatment
ADM-007944,789-44-6575,DR-0348,HOSP-004,2022-11-06,2022-11-11,Fracture,Orthopedics,5,Medium Treatment
ADM-007945,126-45-8210,DR-0147,HOSP-010,2024-01-03,2024-01-06,Pregnancy,Gynecology,3,Short Treatment
ADM-007946,187-12-1142,DR-0143,HOSP-004,2023-02-25,2023-03-12,Asthma,Pediatrics,15,Long Treatment
ADM-007947,184-57-3711,DR-0311,HOSP-003,2023-09-23,2023-10-13,Leukemia,Oncology,20,Long Treatment
ADM-007948,437-59-8963,DR-0207,HOSP-010,2023-01-04,2023-01-11,Eczema,Dermatology,7,Medium Treatment
ADM-007949,760-77-8074,DR-0231,HOSP-001,2022-08-23,2022-08-29,Bronchitis,Pediatrics,6,Medium Treatment
ADM-007950,606-80-9787,DR-0168,HOSP-003,2024-03-04,2024-03-25,Heart Failure,Cardiology,21,Long Treatment
ADM-007951,728-95-2579,DR-0309,HOSP-002,2022-12-13,2022-12-17,Dengue,General Medicine,4,Short Treatment
ADM-007952,348-81-9568,DR-0176,HOSP-002,2023-04-18,2023-04-22,Eczema,Dermatology,4,Short Treatment
ADM-007953,839-29-1194,DR-0151,HOSP-001,2022-09-21,2022-09-22,Schizophrenia,Psychiatry,1,Short Treatment
ADM-007954,361-97-1935,DR-0282,HOSP-010,2022-10-11,2022-10-25,Melanoma,Dermatology,14,Medium Treatment
ADM-007955,517-81-1806,DR-0286,HOSP-003,2024-02-18,2024-03-14,PCOS,Gynecology,25,Long Treatment
ADM-007956,582-73-9464,DR-0217,HOSP-008,2022-08-23,2022-09-10,Psoriasis,Dermatology,18,Long Treatment
ADM-007957,354-77-4600,DR-0206,HOSP-006,2022-05-25,2022-06-11,Schizophrenia,Psychiatry,17,Long Treatment
ADM-007958,396-35-7361,DR-0111,HOSP-007,2022-02-09,2022-02-12,Epilepsy,Neurology,3,Short Treatment
ADM-007959,810-74-1191,DR-0245,HOSP-007,2024-01-16,2024-01-25,Coronary Artery Disease,Cardiology,9,Medium Treatment
ADM-007960,734-90-4401,DR-0117,HOSP-005,2024-05-29,2024-06-14,Dengue,General Medicine,16,Long Treatment
ADM-007961,326-94-5883,DR-0093,HOSP-006,2022-02-16,2022-03-11,Endometriosis,Gynecology,23,Long Treatment
ADM-007962,502-71-5493,DR-0054,HOSP-007,2023-10-12,2023-10-28,Diabetes,General Medicine,16,Long Treatment
ADM-007963,788-58-9499,DR-0064,HOSP-006,2022-11-30,2022-12-17,Asthma,Pediatrics,17,Long Treatment
ADM-007964,878-19-9518,DR-0077,HOSP-002,2022-12-07,2022-12-16,Heart Failure,Cardiology,9,Medium Treatment
ADM-007965,771-77-3215,DR-0297,HOSP-001,2023-03-18,2023-03-26,Leukemia,Oncology,8,Medium Treatment
ADM-007966,954-31-9335,DR-0206,HOSP-006,2023-06-08,2023-06-28,Anxiety Disorder,Psychiatry,20,Long Treatment
ADM-007967,966-67-5695,DR-0255,HOSP-010,2024-05-10,2024-05-25,Pneumonia,General Medicine,15,Long Treatment
ADM-007968,455-30-4441,DR-0165,HOSP-007,2022-02-09,2022-03-06,Pregnancy,Gynecology,25,Long Treatment
ADM-007969,609-36-8765,DR-0222,HOSP-003,2023-02-28,2023-03-22,Lung Cancer,Oncology,22,Long Treatment
ADM-007970,100-49-5637,DR-0230,HOSP-010,2022-04-16,2022-04-27,Lung Cancer,Oncology,11,Medium Treatment
ADM-007971,568-25-9569,DR-0170,HOSP-003,2023-09-18,2023-10-09,Pregnancy,Gynecology,21,Long Treatment
ADM-007972,376-77-2771,DR-0064,HOSP-006,2023-11-30,2023-12-01,Measles,Pediatrics,1,Short Treatment
ADM-007973,878-26-6373,DR-0196,HOSP-005,2022-01-25,2022-02-17,Lymphoma,Oncology,23,Long Treatment
ADM-007974,260-75-7127,DR-0337,HOSP-008,2023-12-28,2024-01-13,Epilepsy,Neurology,16,Long Treatment
ADM-007975,541-19-6927,DR-0273,HOSP-003,2024-02-25,2024-03-13,Pregnancy,Gynecology,17,Long Treatment
ADM-007976,648-98-3632,DR-0341,HOSP-001,2024-03-04,2024-03-19,Tonsillitis,Pediatrics,15,Long Treatment
ADM-007977,666-68-2515,DR-0133,HOSP-006,2024-05-09,2024-06-03,Parkinsons,Neurology,25,Long Treatment
ADM-007978,479-65-5833,DR-0285,HOSP-002,2023-12-28,2024-01-16,Asthma,Pediatrics,19,Long Treatment
ADM-007979,238-16-5203,DR-0155,HOSP-008,2022-07-26,2022-08-17,Chickenpox,Pediatrics,22,Long Treatment
ADM-007980,801-73-4302,DR-0343,HOSP-010,2022-02-03,2022-02-11,Ovarian Cyst,Gynecology,8,Medium Treatment
ADM-007981,635-13-3707,DR-0047,HOSP-005,2023-05-10,2023-05-22,Parkinsons,Neurology,12,Medium Treatment
ADM-007982,550-22-9581,DR-0248,HOSP-005,2022-04-18,2022-05-13,Chickenpox,Pediatrics,25,Long Treatment
ADM-007983,469-81-7814,DR-0296,HOSP-007,2023-12-21,2023-12-22,Pregnancy,Gynecology,1,Short Treatment
ADM-007984,146-20-7819,DR-0263,HOSP-004,2024-05-09,2024-05-14,Fracture,Orthopedics,5,Medium Treatment
ADM-007985,595-25-2756,DR-0157,HOSP-005,2023-04-16,2023-04-17,Schizophrenia,Psychiatry,1,Short Treatment
ADM-007986,171-34-7747,DR-0287,HOSP-007,2022-10-18,2022-11-06,Measles,Pediatrics,19,Long Treatment
ADM-007987,777-83-6906,DR-0305,HOSP-010,2023-04-19,2023-04-22,Depression,Psychiatry,3,Short Treatment
ADM-007988,326-20-8293,DR-0125,HOSP-006,2022-07-31,2022-08-09,Heart Failure,Cardiology,9,Medium Treatment
ADM-007989,995-76-7072,DR-0330,HOSP-006,2022-03-04,2022-03-10,Coronary Artery Disease,Cardiology,6,Medium Treatment
ADM-007990,482-96-8331,DR-0298,HOSP-003,2022-01-28,2022-02-11,Leukemia,Oncology,14,Medium Treatment
ADM-007991,954-92-2098,DR-0016,HOSP-008,2023-02-02,2023-02-21,Stroke,Neurology,19,Long Treatment
ADM-007992,647-61-9727,DR-0015,HOSP-005,2024-04-28,2024-05-21,Melanoma,Dermatology,23,Long Treatment
ADM-007993,178-19-9265,DR-0128,HOSP-009,2022-08-06,2022-08-20,Viral Fever,General Medicine,14,Medium Treatment
ADM-007994,253-34-1453,DR-0160,HOSP-005,2022-02-28,2022-03-14,Ligament Tear,Orthopedics,14,Medium Treatment
ADM-007995,196-70-8411,DR-0330,HOSP-006,2022-01-29,2022-02-13,Myocardial Infarction,Cardiology,15,Long Treatment
ADM-007996,217-10-2749,DR-0219,HOSP-010,2023-08-26,2023-09-08,PCOS,Gynecology,13,Medium Treatment
ADM-007997,404-17-6245,DR-0326,HOSP-009,2022-01-07,2022-01-13,Hypertension,Cardiology,6,Medium Treatment
ADM-007998,832-75-6636,DR-0268,HOSP-010,2023-12-26,2024-01-12,Depression,Psychiatry,17,Long Treatment
ADM-007999,999-13-4932,DR-0270,HOSP-004,2024-05-17,2024-05-22,Myocardial Infarction,Cardiology,5,Medium Treatment
ADM-008000,410-42-4667,DR-0107,HOSP-007,2024-04-05,2024-04-09,Food Poisoning,General Medicine,4,Short Treatment
ADM-008001,345-70-8965,DR-0072,HOSP-001,2023-05-08,2023-05-16,Lung Cancer,Oncology,8,Medium Treatment
ADM-008002,406-75-1232,DR-0267,HOSP-002,2023-02-12,2023-03-02,Hypertension,Cardiology,18,Long Treatment
ADM-008003,732-77-1831,DR-0019,HOSP-007,2024-01-01,2024-01-22,Alzheimers,Neurology,21,Long Treatment
ADM-008004,980-37-2420,DR-0007,HOSP-003,2023-07-02,2023-07-27,Depression,Psychiatry,25,Long Treatment
ADM-008005,186-45-8604,DR-0346,HOSP-005,2022-03-03,2022-03-15,Ovarian Cyst,Gynecology,12,Medium Treatment
ADM-008006,536-24-3536,DR-0144,HOSP-003,2023-05-30,2023-06-18,Pneumonia,General Medicine,19,Long Treatment
ADM-008007,270-87-9533,DR-0218,HOSP-002,2022-03-06,2022-03-20,Ligament Tear,Orthopedics,14,Medium Treatment
ADM-008008,515-27-9850,DR-0136,HOSP-006,2024-03-27,2024-04-04,Pregnancy,Gynecology,8,Medium Treatment
ADM-008009,599-17-7060,DR-0142,HOSP-010,2023-05-28,2023-06-09,Spinal Disc Herniation,Orthopedics,12,Medium Treatment
ADM-008010,335-58-6277,DR-0084,HOSP-010,2022-05-10,2022-06-01,Spinal Disc Herniation,Orthopedics,22,Long Treatment
ADM-008011,166-52-3029,DR-0115,HOSP-007,2023-03-02,2023-03-17,Lymphoma,Oncology,15,Long Treatment
ADM-008012,758-28-8899,DR-0140,HOSP-003,2023-12-22,2024-01-07,Tonsillitis,Pediatrics,16,Long Treatment
ADM-008013,925-61-8522,DR-0095,HOSP-007,2023-03-26,2023-04-15,Asthma,Pediatrics,20,Long Treatment
ADM-008014,271-70-8231,DR-0215,HOSP-009,2022-11-26,2022-12-20,Pneumonia,General Medicine,24,Long Treatment
ADM-008015,597-87-8242,DR-0039,HOSP-005,2022-05-06,2022-05-09,PCOS,Gynecology,3,Short Treatment
ADM-008016,316-90-5229,DR-0118,HOSP-005,2023-11-13,2023-12-07,Myocardial Infarction,Cardiology,24,Long Treatment
ADM-008017,427-29-1983,DR-0275,HOSP-007,2023-09-03,2023-09-06,Eczema,Dermatology,3,Short Treatment
ADM-008018,470-91-3434,DR-0295,HOSP-003,2023-01-02,2023-01-09,Spinal Disc Herniation,Orthopedics,7,Medium Treatment
ADM-008019,427-28-7399,DR-0106,HOSP-001,2022-01-22,2022-02-12,Spinal Disc Herniation,Orthopedics,21,Long Treatment
ADM-008020,709-74-8947,DR-0043,HOSP-007,2022-05-29,2022-06-23,Breast Cancer,Oncology,25,Long Treatment
ADM-008021,607-14-3068,DR-0183,HOSP-002,2022-05-23,2022-06-06,Lymphoma,Oncology,14,Medium Treatment
ADM-008022,167-48-1168,DR-0207,HOSP-010,2023-11-09,2023-11-28,Acne Vulgaris,Dermatology,19,Long Treatment
ADM-008023,878-28-3095,DR-0010,HOSP-007,2023-08-07,2023-08-22,Alzheimers,Neurology,15,Long Treatment
ADM-008024,512-15-3545,DR-0146,HOSP-006,2023-06-13,2023-06-27,Fracture,Orthopedics,14,Medium Treatment
ADM-008025,999-58-9973,DR-0199,HOSP-003,2022-02-22,2022-03-09,Lung Cancer,Oncology,15,Long Treatment
ADM-008026,577-97-3461,DR-0308,HOSP-005,2023-05-31,2023-06-04,Alzheimers,Neurology,4,Short Treatment
ADM-008027,287-43-7661,DR-0048,HOSP-002,2024-04-21,2024-04-22,Pneumonia,General Medicine,1,Short Treatment
ADM-008028,798-56-4215,DR-0210,HOSP-004,2022-04-28,2022-05-23,Psoriasis,Dermatology,25,Long Treatment
ADM-008029,225-46-1862,DR-0141,HOSP-007,2023-05-23,2023-06-11,Lymphoma,Oncology,19,Long Treatment
ADM-008030,356-79-4372,DR-0106,HOSP-001,2022-10-05,2022-10-27,Fracture,Orthopedics,22,Long Treatment
ADM-008031,133-19-1648,DR-0206,HOSP-006,2022-10-25,2022-11-13,Bipolar Disorder,Psychiatry,19,Long Treatment
ADM-008032,542-62-7021,DR-0316,HOSP-002,2022-02-13,2022-02-20,Parkinsons,Neurology,7,Medium Treatment
ADM-008033,776-74-8516,DR-0189,HOSP-007,2022-08-29,2022-09-08,Asthma,Pediatrics,10,Medium Treatment
ADM-008034,339-49-4692,DR-0070,HOSP-002,2022-01-03,2022-01-11,Pregnancy,Gynecology,8,Medium Treatment
ADM-008035,228-97-5650,DR-0291,HOSP-005,2022-04-14,2022-04-17,Melanoma,Dermatology,3,Short Treatment
ADM-008036,266-68-5215,DR-0234,HOSP-007,2022-12-31,2023-01-16,Ligament Tear,Orthopedics,16,Long Treatment
ADM-008037,869-63-8121,DR-0196,HOSP-005,2022-02-25,2022-02-28,Lung Cancer,Oncology,3,Short Treatment
ADM-008038,485-45-7437,DR-0195,HOSP-008,2022-01-13,2022-02-04,Ligament Tear,Orthopedics,22,Long Treatment
ADM-008039,850-41-3481,DR-0057,HOSP-010,2023-06-04,2023-06-14,Pregnancy,Gynecology,10,Medium Treatment
ADM-008040,210-16-8931,DR-0286,HOSP-003,2023-06-01,2023-06-07,Endometriosis,Gynecology,6,Medium Treatment
ADM-008041,637-87-2640,DR-0267,HOSP-002,2022-12-21,2023-01-03,Heart Failure,Cardiology,13,Medium Treatment
ADM-008042,944-75-6206,DR-0305,HOSP-010,2023-12-02,2023-12-25,Schizophrenia,Psychiatry,23,Long Treatment
ADM-008043,394-34-3154,DR-0294,HOSP-008,2022-08-25,2022-08-30,Asthma,Pediatrics,5,Medium Treatment
ADM-008044,395-24-1136,DR-0164,HOSP-005,2022-05-03,2022-05-10,Heart Failure,Cardiology,7,Medium Treatment
ADM-008045,499-13-9415,DR-0198,HOSP-006,2022-06-04,2022-06-09,Diabetes,General Medicine,5,Medium Treatment
ADM-008046,383-91-6327,DR-0221,HOSP-005,2023-08-07,2023-09-01,Psoriasis,Dermatology,25,Long Treatment
ADM-008047,210-39-4495,DR-0256,HOSP-006,2023-10-28,2023-11-09,Schizophrenia,Psychiatry,12,Medium Treatment
ADM-008048,314-71-3378,DR-0214,HOSP-003,2022-02-22,2022-03-02,Endometriosis,Gynecology,8,Medium Treatment
ADM-008049,414-66-5347,DR-0265,HOSP-008,2023-04-07,2023-04-10,Arthritis,Orthopedics,3,Short Treatment
ADM-008050,834-32-6301,DR-0118,HOSP-005,2024-05-26,2024-06-02,Coronary Artery Disease,Cardiology,7,Medium Treatment
ADM-008051,119-75-5745,DR-0331,HOSP-001,2022-09-24,2022-10-03,Lymphoma,Oncology,9,Medium Treatment
ADM-008052,200-16-7502,DR-0020,HOSP-006,2022-06-14,2022-07-05,Acne Vulgaris,Dermatology,21,Long Treatment
ADM-008053,277-89-6453,DR-0201,HOSP-003,2023-07-20,2023-07-23,Arrhythmia,Cardiology,3,Short Treatment
ADM-008054,757-76-5417,DR-0164,HOSP-005,2024-03-26,2024-03-30,Coronary Artery Disease,Cardiology,4,Short Treatment
ADM-008055,162-10-9421,DR-0051,HOSP-008,2023-02-04,2023-02-25,Breast Cancer,Oncology,21,Long Treatment
ADM-008056,553-38-4957,DR-0331,HOSP-001,2023-10-18,2023-11-10,Lymphoma,Oncology,23,Long Treatment
ADM-008057,531-20-2124,DR-0024,HOSP-009,2022-08-26,2022-09-07,Depression,Psychiatry,12,Medium Treatment
ADM-008058,472-56-4406,DR-0116,HOSP-006,2022-11-26,2022-12-18,Melanoma,Dermatology,22,Long Treatment
ADM-008059,334-85-3130,DR-0246,HOSP-007,2023-08-04,2023-08-17,Asthma,Pediatrics,13,Medium Treatment
ADM-008060,505-22-6803,DR-0122,HOSP-002,2023-11-20,2023-12-03,Bronchitis,Pediatrics,13,Medium Treatment
ADM-008061,374-97-1405,DR-0332,HOSP-002,2022-03-05,2022-03-20,Bronchitis,Pediatrics,15,Long Treatment
ADM-008062,661-34-1742,DR-0016,HOSP-008,2023-02-24,2023-03-05,Alzheimers,Neurology,9,Medium Treatment
ADM-008063,493-99-2262,DR-0158,HOSP-001,2022-04-03,2022-04-08,Pneumonia,General Medicine,5,Medium Treatment
ADM-008064,523-81-6304,DR-0139,HOSP-008,2022-08-03,2022-08-13,Ligament Tear,Orthopedics,10,Medium Treatment
ADM-008065,950-80-8474,DR-0253,HOSP-010,2023-10-20,2023-11-07,Anxiety Disorder,Psychiatry,18,Long Treatment
ADM-008066,234-25-3108,DR-0169,HOSP-001,2022-09-26,2022-10-13,Hypertension,Cardiology,17,Long Treatment
ADM-008067,119-41-6901,DR-0219,HOSP-010,2022-10-31,2022-11-19,PCOS,Gynecology,19,Long Treatment
ADM-008068,488-71-3792,DR-0080,HOSP-005,2022-12-16,2022-12-20,Melanoma,Dermatology,4,Short Treatment
ADM-008069,567-12-7694,DR-0298,HOSP-003,2024-05-06,2024-05-22,Leukemia,Oncology,16,Long Treatment
ADM-008070,999-70-9985,DR-0225,HOSP-008,2022-01-26,2022-02-06,Tonsillitis,Pediatrics,11,Medium Treatment
ADM-008071,509-20-7688,DR-0086,HOSP-007,2022-08-26,2022-08-31,Bipolar Disorder,Psychiatry,5,Medium Treatment
ADM-008072,707-69-1130,DR-0081,HOSP-005,2023-10-19,2023-11-07,Acne Vulgaris,Dermatology,19,Long Treatment
